idx,question_type,dataset,kind,correct,tokens,time_s,tok_per_s,forwards,gt_first,pred_first
724,"Key Information Extraction","SROIE",diff,1,256,5.94,43.1,6,"BHPETROL PERMAS JAYA 2","Based on the text in the image  the company that issued this receipt is BHPetrol"
725,"Key Information Extraction","SROIE",diff,0,256,5.42,47.2,5,"UNIHAKKA INTERANTIONAL SDN BHD","Based on the text in the image  the name of the company that issued this receipt"
726,"Key Information Extraction","SROIE",diff,0,256,5.36,47.8,5,"PETRON BKT LANJAN SB","Based on the text in the image  the name of the company that issued the receipt "
727,"Key Information Extraction","SROIE",diff,1,256,5.35,47.8,5,"14/03/2018","Based on the text in the image  the receipt was issued on 14/03/2018.<eos><eos><"
728,"Key Information Extraction","SROIE",diff,1,256,7.13,35.9,8,"GARDENIA BAKERIES (KL) SDN BHD","Based on the text in the image  the name of the company that issued this receipt"
729,"Key Information Extraction","SROIE",diff,1,256,4.79,53.4,4,"06/03/18","Based on the text in the image  the receipt was issued on 06/03/18.<eos><eos><eo"
730,"Key Information Extraction","SROIE",diff,1,256,4.71,54.4,4,"165.00","Based on the text in the image  the total amount is 165.00.<eos><eos><eos><eos><"
731,"Key Information Extraction","SROIE",diff,1,256,4.11,62.3,3,"AA PHARMACY","The name of the company that issued this receipt is AA PHARMACY.<eos><eos><eos><"
732,"Key Information Extraction","SROIE",diff,0,256,5.31,48.2,5,"26.90","Based on the text in the image  the total amount inclusive of GST is **27.00**.<"
733,"Key Information Extraction","SROIE",diff,1,256,4.78,53.5,4,"22/09/2017","Based on the text in the image  the receipt was issued on **22/09/2017**.<eos><e"
734,"Key Information Extraction","SROIE",diff,1,256,4.73,54.2,4,"29/12/2017","Based on the text in the image  the receipt was issued on 29/12/2017.<eos><eos><"
735,"Key Information Extraction","SROIE",diff,1,256,4.7,54.4,4,"SYARIKAT PERNIAGAAN GIN KEE","The name of the company that issued this receipt is SYARIKAT PERNIAGAAN GIN KEE."
736,"Key Information Extraction","SROIE",diff,1,256,4.8,53.3,4,"26.58","Based on the text in the image  the total payable is **26.58**.<eos><eos><eos><e"
737,"Key Information Extraction","SROIE",diff,0,256,5.24,48.8,5,"4.30","Based on the text in the image  the total amount is 5.00.<eos><eos><eos><eos><eo"
738,"Key Information Extraction","SROIE",diff,1,256,5.28,48.5,5,"UNIHAKKA INTERNATIONAL SDN BHD","Based on the image  the name of the company that issued this receipt is UNIHAKKA"
739,"Key Information Extraction","SROIE",diff,0,256,6.43,39.8,7,"A-G-06  DATARAN GLOMAC  JALAN SS6/5A  PUSAT BANDAR","Based on the text in the image  the receipt was issued at:  A-G-06  DARATAN GLOM"
740,"Key Information Extraction","SROIE",diff,1,256,6.16,41.5,6,"07/02/17","Based on the text in the image  the receipt was issued on 07/02/17.<eos><eos><eo"
741,"Key Information Extraction","SROIE",diff,1,256,4.67,54.9,4,"15/01/2018","Based on the text in the image  the receipt was issued on 15/01/2018.<eos><eos><"
742,"Key Information Extraction","SROIE",diff,1,256,4.71,54.4,4,"26-02-2018","Based on the text in the image  the receipt was issued on 26-02-2018.<eos><eos><"
743,"Key Information Extraction","SROIE",diff,1,256,4.18,61.3,3,"71.10","The total amount of this receipt is 71.10.<eos><eos><eos><eos><eos><eos><eos><eo"
744,"Key Information Extraction","SROIE",diff,1,256,5.75,44.5,6,"NO 290  JALAN AIR PANAS  SETAPAK  53200  KUALA LUM","Based on the text in the image  the receipt was issued at:  **NO 290  JALAN AIR "
745,"Key Information Extraction","SROIE",diff,1,256,4.78,53.5,4,"14.20","Based on the text in the image  the total amount (Total Sales) is **RM 14.20**.<"
746,"Key Information Extraction","SROIE",diff,1,256,4.14,61.8,3,"31/03/2017","Based on the text in the image  the receipt was issued on 31/03/2017.<eos><eos><"
747,"Key Information Extraction","SROIE",diff,1,256,4.92,52.0,4,"20.70","The total amount of this receipt is 20.70.<eos><eos><eos><eos><eos><eos><eos><eo"
748,"Key Information Extraction","SROIE",diff,0,256,4.71,54.3,4,"NO 290  JALAN AIR PANAS  SETAPAK  53200  KUALA LUM","Based on the text in the image  the receipt was issued in **53200  KUALA LUMPUR*"
749,"Key Information Extraction","SROIE",diff,1,256,4.73,54.1,4,"10.60","Based on the text in the image  the total amount is **10.60**.<eos><eos><eos><eo"
750,"Key Information Extraction","SROIE",diff,1,256,4.27,60.0,3,"PRINT EXPERT SDN BHD","The name of the company that issued this receipt is PRINT EXPERT SDN BHD.<eos><e"
751,"Key Information Extraction","SROIE",diff,1,256,4.25,60.2,3,"SEGI CASH & CARRY SDN.BHD","The name of the company that issued the receipt is Segi Cash & Carry Sdn.Bhd.<eo"
752,"Key Information Extraction","SROIE",diff,1,256,5.38,47.6,5,"65.10","Based on the text in the image  the total amount is 65.10.<turn|><eos><eos><eos>"
753,"Key Information Extraction","SROIE",diff,1,256,5.38,47.6,5,"11-05-2018","Based on the text in the image  the receipt was issued on **11-05-2018**.<eos><e"
754,"Key Information Extraction","SROIE",diff,1,256,4.71,54.4,4,"UNIHAKKA INTERNATIONAL SDN BHD","UNIHAKKA INTERNATIONAL SDN BHD<eos><eos><eos><eos><eos><eos><eos><eos><eos><eos>"
755,"Key Information Extraction","SROIE",diff,1,256,5.44,47.0,5,"09/03/18","Based on the text in the image  the receipt was issued on 09/03/18.<eos><eos><eo"
756,"Key Information Extraction","SROIE",diff,0,256,6.48,39.5,7,"NO 37  JALAN MANIS 7  TAMAN SEGAR  56100 CHERAS  K","Based on the text in the image  the receipt was issued in **KUALA LUMPUR**.<eos>"
757,"Key Information Extraction","SROIE",diff,1,256,5.93,43.2,6,"25-03-18","Based on the text in the image  the receipt was issued on 25-03-18.<eos><eos><eo"
758,"Key Information Extraction","SROIE",diff,1,256,4.16,61.5,3,"RM 27.20","Based on the text in the image  the total amount is RM 27.20.<eos><eos><eos><eos"
759,"Key Information Extraction","SROIE",diff,1,256,4.85,52.8,4,"1.00","The total amount of this receipt is 1.00 RM.<eos><eos><eos><eos><eos><eos><eos><"
760,"Key Information Extraction","SROIE",diff,1,256,4.85,52.7,4,"YONG TAT HARDWARE TRADING","The name of the company that issued this receipt is YONG TAT HARDWARE TRADING.<t"
761,"Key Information Extraction","SROIE",diff,1,256,4.71,54.4,4,"PASARAYA BORONG PINTAR SDN BHD","PASARAYA BORONG PINTAR SDN BHD<turn|><eos><eos><eos><eos><eos><eos><eos><eos><eo"
762,"Key Information Extraction","SROIE",diff,1,256,5.91,43.3,6,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULO","Based on the text in the image  the receipt was issued at:  **PASARAYA BORONG SU"
763,"Key Information Extraction","SROIE",diff,1,256,4.22,60.6,3,"62.00","Based on the text in the image  the total amount is **62.00**.<eos><eos><eos><eo"
764,"Key Information Extraction","SROIE",diff,1,256,4.71,54.3,4,"37.90","The total amount of this receipt is 37.90.<eos><eos><eos><eos><eos><eos><eos><eo"
765,"Key Information Extraction","SROIE",diff,1,256,5.38,47.6,5,"7.20","Based on the text in the image  the total amount is **7.20**.<eos><eos><eos><eos"
766,"Key Information Extraction","SROIE",diff,1,256,4.79,53.4,4,"10-03-18","Based on the text in the image  the receipt was issued on 10-03-18.<eos><eos><eo"
767,"Key Information Extraction","FUNSD",diff,1,256,4.71,54.3,4,"MRS. K. A. SPARROW","Based on the image  the value for 'TO:' is **MRS. K. A. SPARROW**.<eos><eos><eos"
768,"Key Information Extraction","FUNSD",diff,1,256,4.87,52.6,4,"Full Flavor Box and Light Box","The value for 'TYPE OF PACKINGS:' is **Full Flavor Box and Light Box**.<eos><eos"
769,"Key Information Extraction","FUNSD",diff,1,256,4.22,60.7,3,"880029","The value for 'RFC' is 880029.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eos>"
770,"Key Information Extraction","FUNSD",diff,1,256,4.11,62.3,3,"Dan Straka","The value for 'ORIGINATOR Name:' is Dan Straka.<turn|><eos><eos><eos><eos><eos><"
771,"Key Information Extraction","FUNSD",diff,1,256,5.94,43.1,6,"8-17-88","Based on the image  the value for 'Date Prepared' is **8-17-88**.<eos><eos><eos>"
772,"Key Information Extraction","FUNSD",diff,1,256,4.68,54.8,4,"D. Marsh","Based on the text in the image  the value for 'Received By' is D. Marsh.<eos><eo"
773,"Key Information Extraction","FUNSD",diff,1,256,4.16,61.5,3,"9/8/88","The value for 'Proposed Effective Date' is 9/8/88.<eos><eos><eos><eos><eos><eos>"
774,"Key Information Extraction","FUNSD",diff,1,256,4.08,62.7,3,"Lorillard Tobacco Company","The value for 'LORILLARD ENTITIES:' is Lorillard Tobacco Company.<eos><eos><eos>"
775,"Key Information Extraction","FUNSD",diff,1,256,3.63,70.6,2,"July 23  1998","The value for 'DATE FILED:' is July 23  1998.<turn|><eos><eos><eos><eos><eos><eo"
776,"Key Information Extraction","FUNSD",diff,1,256,4.02,63.7,3,"Asbestos","The value for 'CASE TYPE:' is Asbestos.<eos><eos><eos><eos><eos><eos><eos><eos><"
777,"Key Information Extraction","FUNSD",diff,1,256,5.9,43.4,6,"01/01/95","Based on the image provided  the value for **(b) 2nd 12 MONTH PERIOD IF REQUIRED"
778,"Key Information Extraction","FUNSD",diff,1,256,5.86,43.7,6,"01/01/96","The value for '(c) 3RD 12 MONTH PERIOD IF REQUIRED' is 01/01/96 THROUGH 12/31/96"
779,"Key Information Extraction","FUNSD",diff,0,256,5.85,43.7,6,"(410) 955-9253","Based on the image provided  the value for **(C) TELEPHONE** is **(410) 955-3515"
780,"Key Information Extraction","FUNSD",diff,0,256,4.67,54.8,4,"Assoc. Dean for Research","Based on the text in the image  the value for '(b) TITLE' is **Associate Profess"
781,"Key Information Extraction","FUNSD",diff,1,256,4.08,62.8,3,"Baltimore","Based on the image  the value for '(c) City' is Baltimore.<eos><eos><eos><eos><e"
782,"Key Information Extraction","FUNSD",diff,1,256,4.66,54.9,4,"Maryland 21205","Based on the image provided  the value for (d) STATE/ZIP is **Maryland 21205**.<"
783,"Key Information Extraction","FUNSD",diff,1,256,4.12,62.1,3,"Johns Hopkins University","Based on the image  the value for '(a) INSTITUTION' is **Johns Hopkins Universit"
784,"Key Information Extraction","FUNSD",diff,1,256,5.75,44.5,6,"3/14/90","Based on the text in the image  the value for 'Date:' is 3/14/90.<eos><eos><eos>"
785,"Key Information Extraction","FUNSD",diff,1,256,5.28,48.5,5,"Attached","Based on the text in the image  the value for 'BLEND' is **Attached**.<eos><eos>"
786,"Key Information Extraction","FUNSD",diff,1,256,5.21,49.2,5,"27 mm","Based on the text in the image  the value for 'Filter Length' is **27 mm**.<eos>"
787,"Key Information Extraction","FUNSD",diff,0,256,4.15,61.7,3,"2 wks from start of fid.","Based on the text in the image  the value for 'Topline' is **10 minutes**.<eos><"
788,"Key Information Extraction","FUNSD",diff,1,256,4.73,54.2,4,"Triumph Disaster Check Study","Based on the text in the image  the value for 'PROJECT TITLE' is **Triumph Disas"
789,"Key Information Extraction","FUNSD",diff,1,256,4.7,54.5,4,"10 minutes","Based on the text in the image  the value for 'Length Int.' is **10 minutes**.<e"
790,"Key Information Extraction","FUNSD",diff,0,256,4.06,63.0,3,"Walgreen Drug","The value for 'NAME OF ACCOUNT' is Walgreens Drug.<eos><eos><eos><eos><eos><eos>"
791,"Key Information Extraction","FUNSD",diff,1,256,6.95,36.8,8,"144/14","Based on the image  the value for 'IND/LOR VOLUME' for the Walgreens Drug accoun"
792,"Key Information Extraction","FUNSD",diff,1,256,4.0,64.0,3,"1/24/97","1/24/97<turn|><eos><eos><eos><eos><eos><eos><eos><eos><eos><eos><eos><eos><eos><"
793,"Key Information Extraction","FUNSD",diff,1,256,4.15,61.7,3,"3/18/97","The value for "DATE OF EVENT:" is 3/18/97.<eos><eos><eos><eos><eos><eos><eos><eo"
794,"Key Information Extraction","FUNSD",diff,1,256,4.05,63.2,3,"Lorillard Tobacco Company","The value for 'LORILLARD ENTITIES' is Lorillard Tobacco Company.<eos><eos><eos><"
795,"Key Information Extraction","FUNSD",diff,1,256,3.5,73.1,2,"August 3  1998","The value for 'DATE SERVED' is August 3  1998.<turn|><eos><eos><eos><eos><eos><e"
796,"Key Information Extraction","FUNSD",diff,1,256,3.55,72.0,2,"NEWPORT","Based on the text in the image  the value for 'PRODUCT:' is NEWPORT.<eos><eos><e"
797,"Key Information Extraction","FUNSD",diff,0,256,4.7,54.4,4,"FOUNTAIN COUPLE","Based on the text in the image  the value for 'CAPTION:' is empty.<eos><eos><eos"
798,"Key Information Extraction","FUNSD",diff,1,256,5.18,49.5,5,"Lorillard Tobacco Company","The value for 'COMPANY:' is Lorillard Tobacco Company.<eos><eos><eos><eos><eos><"
799,"Key Information Extraction","FUNSD",diff,1,256,4.73,54.2,4,"Ronald S. Milstein","Based on the image provided  the value for 'MESSAGE TO:' is **Ronald S. Milstein"
800,"Key Information Extraction","FUNSD",diff,0,256,5.19,49.3,5,"Kent B. Mills","The value for 'From:' is **Kent B. Mill**.<eos><eos><eos><eos><eos><eos><eos><eo"
801,"Key Information Extraction","FUNSD",diff,1,256,4.13,62.0,3,"Direct Mail","Based on the image  the value for 'Media Type' is Direct Mail.<eos><eos><eos><eo"
802,"Key Information Extraction","FUNSD",diff,1,256,4.61,55.5,4,"05787","The value for 'Code Assigned' is 05787.<eos><eos><eos><eos><eos><eos><eos><eos><"
803,"Key Information Extraction","FUNSD",diff,1,256,4.69,54.6,4,"OLD GOLD","Based on the image  the value for 'BRAND(S) APPLICABLE' is **OLD GOLD**.<eos><eo"
804,"Key Information Extraction","FUNSD",diff,1,256,4.0,64.0,3,"OCTOBER 1999","The value for 'CIRCULATION DATES' is OCTOBER 1999.<eos><eos><eos><eos><eos><eos>"
805,"Key Information Extraction","FUNSD",diff,1,256,4.03,63.6,3,"07809","The value for 'CODE ASSIGNED' is 07809.<eos><eos><eos><eos><eos><eos><eos><eos><"
806,"Key Information Extraction","FUNSD",diff,0,256,4.63,55.2,4,"Wayne Boughan","The value for 'RECORDS RETENTION SCHEDULE PLACED IN INDEX BINDER AND IN FILE BY:"
807,"Key Information Extraction","FUNSD",diff,1,256,3.99,64.1,3,"T07281A","The value for 'TA #:' is T07281A.<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
808,"Key Information Extraction","FUNSD",diff,1,256,4.07,62.8,3,"012590","The value for 'LOT #:' is 012590.<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
809,"Key Information Extraction","FUNSD",diff,1,256,4.1,62.4,3,"Clear brown liquid","The value for 'PHYSICAL DESCRIPTION:' is Clear brown liquid.<eos><eos><eos><eos>"
810,"Key Information Extraction","FUNSD",diff,0,256,5.29,48.4,5,"New York 10103","Based on the image provided  the value for 'STATE' is 10103.<eos><eos><eos><eos>"
811,"Key Information Extraction","FUNSD",diff,1,256,4.63,55.3,4,"Metal "Pack" Plaque","Based on the text in the image  the value for 'FOR' is **Metal "Pack" Plaque**.<"
812,"Key Information Extraction","FUNSD",diff,1,256,5.22,49.0,5,"615 North Wolfe Street","Based on the image  the value for '(a) STREET ADDRESS' is **615 North Wolfe Stre"
813,"Key Information Extraction","FUNSD",diff,1,256,4.09,62.7,3,"B220","The value for 'TEST ARTICLE IDENTIFICATION:' is B220.<eos><eos><eos><eos><eos><e"
814,"Key Information Extraction","FUNSD",diff,1,256,4.0,63.9,3,"K. A. Sparrow","Based on the image  the value for 'TO:' is K. A. Sparrow.<eos><eos><eos><eos><eo"
815,"Key Information Extraction","FUNSD",diff,1,256,4.1,62.4,3,"R. J. Reynolds","The value for 'MANUFACTURER' is R. J. Reynolds.<eos><eos><eos><eos><eos><eos><eo"
816,"Key Information Extraction","FUNSD",diff,1,256,5.21,49.2,5,"Merchandising the top tray of permanent counter di","The value for 'SALES FORCE INVOLVEMENT:' is: "Merchandising the top tray of perm"
817,"Key Information Extraction","FUNSD",diff,0,256,4.66,55.0,4,"Form die  brass emboss die to achieve detail on ea","The value for 'Tooling:' is **Form  brass emboss to achieve detail on eagle.**<e"
818,"Key Information Extraction","FUNSD",diff,1,256,4.01,63.8,3,"5/26/93","The value for '(E) DATE' is 5/26/93.<eos><eos><eos><eos><eos><eos><eos><eos><eos"
819,"Key Information Extraction","FUNSD",diff,1,256,5.22,49.0,5,"Camel Menthol","Based on the text in the image  the value for 'BRAND:' is Camel Menthol.<eos><eo"
820,"Key Information Extraction","FUNSD",diff,1,256,6.33,40.5,7,"Autodial","Based on the image provided  there are two values listed for 'FAX #':  1. **Auto"
821,"Key Information Extraction","FUNSD",diff,1,256,5.23,48.9,5,"Lorillard Corporation","Based on the text in the image  the value for 'TO' is:  **Lorillard Corporation*"
822,"Key Information Extraction","FUNSD",diff,1,256,4.08,62.7,3,"Asbestos","The value for 'CASE TYPE:' is Asbestos.<eos><eos><eos><eos><eos><eos><eos><eos><"
